Source,Target,References(PMID)
ING4,CXCL8,17848618;20707719
ING4,NGF,22078444
ING4,NTRK1,22078444
ING4,PTGS2,18399550
ING4,SKP2,18399550
ING4,SPP1,17848618
ING4,TP53,19895734
IRF1,BCL2,10918594
IRF1,CASP7,10918594
IRF1,CCL5,10385645
IRF1,CCNB1,22200613
IRF1,CCNE1,22200613
IRF1,CD40,18694960
IRF1,CDK1,22200613
IRF1,CDK2,22200613
IRF1,CDK4,22200613
IRF1,CDKN1A,12531694
IRF1,CDKN1A,12420214;15509808
IRF1,CEACAM1,21050451
IRF1,CIITA,10557076;11464288
IRF1,CIITA,10202014;9916712
IRF1,CXCL10,19342664
IRF1,CYBB,9593745
IRF1,DDX58,22391244
IRF1,DST,15560761
IRF1,E2F1,22200613
IRF1,EIF2AK2,8622878
IRF1,ERAP2,15691326
IRF1,FASLG,14563113
IRF1,FOXP3,18641303
IRF1,HLA-A,19428110
IRF1,HLA-G,11087747
IRF1,IFIT3,21056555
IRF1,IFNA1,12077266
IRF1,IFNA1,7606736
IRF1,IFNA13,12077266
IRF1,IFNB1,8021262
IRF1,IFNB1,17073600;18575764;22547704
IRF1,IFNG,13678429
IRF1,IL10,12817009
IRF1,IL12A,16622221
IRF1,IL12B,10657616
IRF1,IL27,17684041;20083668
IRF1,IRF2,9054665
IRF1,MMP9,12105194
IRF1,MYB,10739671
IRF1,NCF2,10570299
IRF1,OGN,12835654
IRF1,PIGR,9973374
IRF1,POLH,22367195
IRF1,PSMB10,18694960
IRF1,PSMB9,18694960
IRF1,PSMB9,10764778;10921891;16703666;9632673
IRF1,SLPI,10498899
IRF1,SOCS1,20644166
IRF1,SOCS2,22291912
IRF1,TAP1,18694960
IRF1,TAP1,9632673
IRF1,TAP2,18694960
IRF1,TAPBP,18694960
IRF1,TNFSF10,21858676
IRF1,TP53,19003964
IRF1,TRIM22,21683060;23670564;23729439
IRF1,VCAM1,15265939;22182512
IRF2,CIITA,10557076;10956389
IRF2,CXCR4,21447649
IRF2,DST,15560761
IRF2,ERAP2,15691326
IRF2,IFNB1,8021262
IRF2,IFNB1,17073600
IRF2,IFNGR1,18281489
IRF2,IL4,7930616
IRF2,TAP1,15778351
IRF3,ABCC2,15185298
IRF3,CCL2,20483755
IRF3,CCL5,10385645;20483755
IRF3,CXCL10,18691624;24257594
IRF3,IFNA1,12242290
IRF3,IFNA1,15331713
IRF3,IFNB1,12077266;17496231;23096996
IRF3,IFNB1,10848607;15955070;16125763;17079305;19541850;20048166;20453844;20483755
IRF3,IFNL1,17785777
IRF3,IRF5,20483755
IRF3,IRF7,20483755
IRF3,MAVS,18207245
IRF3,PURA,21062477
IRF3,SOCS2,22291912
IRF3,TLR3,22208359
IRF3,TLR4,22208359
IRF3,TNPO1,20483755
IRF4,BCL6,17785200
IRF4,CD68,12676954
IRF4,FCER2,11342629
IRF4,IRF3,19955181
IRF4,MS4A1,19769942
IRF5,IFNA1,17301153
IRF5,PDLIM7,16140744
IRF5,TNF,20237317
IRF6,NR1H4,12525500
IRF7,ATF4,21148039
IRF7,CCL5,10385645
IRF7,CD80,16237059
IRF7,CXCL10,24701034
IRF7,IFNA1,12077266;12242290;21670437
IRF7,IFNA13,12077266
IRF7,IFNA2,17236232
IRF7,IFNB1,17236232
IRF7,IFNB1,22698399
IRF7,IFNB1,22547704;23906644
IRF7,IFNL1,17785777
IRF7,IFNL2,17785777
IRF7,IFNL3,17785777
IRF7,NR1H4,23372731
IRF8,CD68,12676954
IRF8,CFLAR,19155307
IRF8,CYBB,9593745
IRF8,GAS2,20679491
IRF8,IL10,20709027
IRF8,IL12A,16622221
IRF8,IL1B,17386941
IRF8,NCF2,10570299
IRF8,NF1,15371411
IRF8,TLR3,21220691
IRF8,TLR4,10734131
IRF9,CCND2,15362048
IRF9,CDKN1A,15362048
IRF9,CDKN1B,15362048
IRF9,IFIT3,19351818;20403236
IRF9,IL27,20083668
IRF9,NCAM1,17431130
IRF9,PML,8681971
IRF9,SP100,8681971
ISL1,FGF10,22303449
ISL1,GCG,21824252
ISL1,MEF2C,23152444
JARID2,MYH6,18805276
JARID2,MYL7,18805276
JARID2,NPPA,18805276
JDP2,ATF3,22989952
JDP2,ATF3,19233874
JDP2,DDIT3,18396163
JUN,ABCB1,10369069
JUN,ACTA1,1460048
JUN,ALOX12,14518567
JUN,APOC3,9760243
JUN,APOM,21454713
JUN,APP,8015372
JUN,AR,20148354
JUN,AR,16732317
JUN,ATF3,8576171
JUN,BATF3,12087103
JUN,BCL2L1,16911523
JUN,BECN1,19060920
JUN,BEX2,21384344
JUN,BRCA1,17434164
JUN,CA2,11382925
JUN,CCK,1360635
JUN,CCL2,18443042
JUN,CCL5,11413310
JUN,CCND1,10500157;16393119;19435822;20220142
JUN,CCND1,21474819
JUN,CCND1,14672732
JUN,CD82,15580298
JUN,CDK5R1,22550165
JUN,CDKN1A,18094076
JUN,CDKN1A,21278055
JUN,CREM,21757709
JUN,CSF1,7642615
JUN,CSF2,15840658
JUN,CSTA,9651321
JUN,CTGF,20711235
JUN,CTSL,9038212
JUN,CXCL8,16701870;18684922
JUN,CXCL8,11120852;12218154;12643600;12716652;14670967
JUN,CYP11A1,11057754
JUN,CYP19A1,16810058
JUN,CYP1A2,12135113
JUN,CYP2J2,12737630;16008525
JUN,DCN,8798756
JUN,DDIT3,22622069
JUN,DDX21,22550165
JUN,EDN1,12208352
JUN,EGFR,10803405
JUN,ELN,12135766
JUN,ETS1,1945412
JUN,ETS2,22354960
JUN,EZH2,23116973
JUN,EZR,19164283
JUN,F3,11057875
JUN,FAS,10903433
JUN,FAS,19670268
JUN,FASLG,14563113;19670268;9710625
JUN,FGF7,15840658
JUN,VEGFD,19136250
JUN,FOSL1,13679379;15806162
JUN,GCLC,11233143;11912197;16054171
JUN,GJA1,10421804
JUN,GSTP1,8206948
JUN,HEY1,15314183
JUN,IBSP,23485603;9084640
JUN,IFNB1,10848607
JUN,IFNG,12626576;18641343;20006311;20304822
JUN,IFNG,12836278;7759501
JUN,IL12A,22904313
JUN,IL12B,14688340
JUN,IL1A,8688489
JUN,IL1B,11306276
JUN,IL2,7642615
JUN,IL2,8468462
JUN,IL23A,17569750;22904313
JUN,IL24,21357535
JUN,IL3,7642615
JUN,IL5RA,9742933
JUN,IL6,20225236
JUN,IL6,10542237;11120852
JUN,ITGAX,8649405;8649434
JUN,ITGB8,21878622
JUN,JUN,9502786
JUN,JUN,19671687
JUN,KRT16,12954631;16214953
JUN,LBP,15114678
JUN,LDHA,9723176
JUN,LGALS3,16285957
JUN,LOR,12200429
JUN,MAP3K1,9710625
JUN,MAPK8,19324081
JUN,MAPK8,16397260
JUN,MAT2A,14530285
JUN,MEF2D,12054430
JUN,MELTF,8836133
JUN,MGMT,9731508
JUN,MGP,11425864
JUN,MMP1,19028685;19708869;20225236
JUN,MMP1,9334186
JUN,MMP12,11444842
JUN,MMP13,20338993
JUN,MMP2,15777790
JUN,MMP20,17611094
JUN,MMP3,1429874;15777790
JUN,MMP3,9334186
JUN,MMP7,11158322;19426720
JUN,MMP7,11774399
JUN,MMP9,15777790;18809380
JUN,MMP9,21474819
JUN,MMP9,10935492;11774399
JUN,MSR1,8114743
JUN,MSR1,9743233
JUN,MYB,1527086
JUN,MYC,2498162
JUN,NAMPT,16701870
JUN,NEFL,8180132
JUN,NEIL1,16118226
JUN,NFKB2,7541912
JUN,NGF,2111020
JUN,NOS2,12788789
JUN,NOS2,9776360
JUN,NOS2,14962367
JUN,NOS3,11382920
JUN,NOX5,22348975
JUN,NPY,8036020
JUN,NQO1,11035254;8004128
JUN,NTS,7791794
JUN,OPRM1,18523482
JUN,OXTR,10218980
JUN,PCK2,1325459
JUN,PDHA1,8476854
JUN,PDK1,19910471
JUN,PENK,7935470
JUN,PGR,14684847
JUN,PLAT,1963081
JUN,PLAT,9851700
JUN,PLAU,10454570;11774399
JUN,PLAUR,16893520
JUN,PLAUR,10471035;11234878;8761947
JUN,POLD2,10978529
JUN,PPARA,10542237
JUN,PPARD,18625220
JUN,PTGS2,15772294;18294142;9620167
JUN,PTGS2,11278336;12057991;16339564;17556653;20237399
JUN,PTN,16199533
JUN,RARA,9377582
JUN,RARB,9377582
JUN,RARG,9377582
JUN,RELB,15596805
JUN,REN,9690204
JUN,RHOB,21565167
JUN,RUNX2,11604227
JUN,SLC19A1,11078737
JUN,SMAD7,15579469
JUN,SMN1,15550677
JUN,SOD2,15330761
JUN,SOX7,22171135
JUN,SPI1,9988737
JUN,SPRR1B,11792626;12682075
JUN,SPRR3,9889002
JUN,STAR,19150388
JUN,STMN1,15474303
JUN,SYK,22354960
JUN,TERT,20842112
JUN,TFF1,12021387
JUN,TIMP2,8810321
JUN,TNC,9154819
JUN,TNF,10318823;10688670;10748079;10913190
JUN,TNF,7896795;9566900
JUN,TNFRSF10A,12082627
JUN,TNFRSF1B,9743209
JUN,TP53,22859294
JUN,TP53,10348347
JUN,TP73,15302867
JUN,TXN,12414792
JUN,UGT2B15,19487245
JUN,VCAM1,16271621
JUN,VDR,15930183
JUN,VEGFA,11731421
JUNB,APOM,21454713
JUNB,CD82,15580298
JUNB,CDKN1A,10506225
JUNB,CDKN2A,17370299
JUNB,CLU,10406964
JUNB,EGFR,10803405
JUNB,IL1B,11306276
JUNB,IL3,8704203
JUNB,IL4,21799768
JUNB,IVL,15790882
JUNB,LOR,12200429
JUNB,NQO1,11035254
JUNB,PTGS2,9620167
JUNB,SFTPD,10915785
JUNB,SMAD4,11854297
JUND,BCL6,22493372
JUND,BCL6,18071306
JUND,CCL5,10760799
JUND,CCND1,20220142
JUND,CCR4,22493372
JUND,CD40LG,11160303
JUND,CDKN1A,10506225
JUND,CLU,10406964
JUND,CSTA,9651321
JUND,ERBB2,10698518
JUND,F3,11057875
JUND,FGFBP1,10753873
JUND,FOSL1,13679379
JUND,GADD45A,17084916
JUND,GAST,21852362
JUND,GCLC,16054171
JUND,IL3,8704203
JUND,IL5,10491186
JUND,IL6,11337499
JUND,ITGAV,23319049
JUND,ITGB3,23319049
JUND,IVL,10816578
JUND,MDM2,22493372
JUND,MDM2,18071306
JUND,MYB,22493372
JUND,MYB,18071306
JUND,MYB,1527086
JUND,NOS2,12788789
JUND,NQO1,11035254
JUND,NQO2,16545679
JUND,NTS,7791794
JUND,PLAT,9851700
JUND,PLAUR,10471035;11234878
JUND,PTGS2,9620167
JUND,SFTPD,10915785
JUND,SOX4,23482931
JUND,TGFB1,10843986
JUND,TIMP1,10051488;11337499
KAT2B,CDK2,19525977
KAT2B,CDKN1A,19525977
KAT2B,CDKN1B,19525977
KAT2B,CLOCK,14645221
KAT2B,CYP1B1,20631054
KAT2B,IRF7,12374802
KAT2B,LIN28A,24631505
KAT2B,NPAS2,14645221
KAT2B,RB1,19525977
KAT2B,SMAD4,19525977
KAT2B,TP73,19188449
KAT2B,YY1,11486036
KAT2B,ZEB1,22384255
KAT5,ERCC1,22159227
KAT5,GMPS,21453247
KAT5,HDC,17827213
KAT5,IL2,11145913
KAT5,STAT3,12551922
KAT6A,HOXA9,22713874;23994619
KCNIP3,GCM1,23300953
KCNIP3,SLC8A3,16306395
KCNIP3,TG,15181011
KDM2A,EREG,23074094
KDM2A,NANOG,23872478
KDM2A,SOX2,23872478
KDM4B,AR,23435229
KDM4B,CCNA1,20682797
KDM4B,CCND1,20682797
KDM4B,ESR1,23723241
KDM4B,WEE1,20682797
KDM4C,JAG1,23698634
KHDRBS1,AR,18273831
KHDRBS1,IGF2,12849008
KHDRBS1,LEP,21672929
KHSRP,RPL3,21705779
KLF1,HBB,21539536
KLF1,IL12B,14976188
KLF10,CDKN1A,12173049
KLF10,EGFR,22025675
KLF10,FGFR1,23569208
KLF10,ITGAD,15087465
KLF10,PTGS1,23178857
KLF10,SERPINE1,12173049
KLF10,STMN1,18930345
KLF11,COL1A2,24069400
KLF11,INS,18593768
KLF11,INS,15774581;18199129;21592955
KLF11,PDX1,19843526
KLF12,PRL,23458459
KLF12,TFAP2A,10704285;11373277
KLF13,CCL5,17513757;22797700
KLF13,LDLR,16303770
KLF14,TGFBR2,19088080
KLF15,CLCNKA,10982849;11473619
KLF15,LRP5,20141633
KLF15,RBP3,15277472;15963234
KLF15,RHO,15277472
KLF15,RHO,15963234
KLF16,CDKN1A,16172401
KLF2,CCR5,22988032
KLF2,CCR7,20146713
KLF2,CDKN1A,15361832
KLF2,CXCR4,19671192
KLF2,FABP5,20424164
KLF2,IL2,16116194
KLF2,NOS3,22987017
KLF2,PPARG,20693579
KLF2,SELL,20146713
KLF2,THBD,19661484
KLF2,WEE1,15735666
KLF3,HBE1,12621553
KLF3,HBG1,12621553
KLF3,CKM,20404088
KLF4,ALPI,12919939
KLF4,ATF3,21205742
KLF4,BDKRB2,15632413
KLF4,BIRC5,19361279
KLF4,CCNB1,14627709
KLF4,CCND1,21132436;21224073
KLF4,CCND1,10908361;19737957
KLF4,CD14,17762869
KLF4,CDH1,22407433;23376074
KLF4,CDH5,20724706
KLF4,CDKN1A,18645021;19737957;21132436;21652709
KLF4,CDKN1A,21224073;22750490
KLF4,CDKN1B,22170594
KLF4,CDKN1C,19544095
KLF4,CDX2,23202735
KLF4,CYP1A1,9651398
KLF4,GDF15,22750490
KLF4,GDF15,20385121
KLF4,GPA33,19551868
KLF4,HBA1,20331458
KLF4,HBA2,20331458
KLF4,HDC,14670968;17827213
KLF4,HSPA8,18379898
KLF4,IFITM3,21531817
KLF4,IL1B,22449968
KLF4,IL6,23846700
KLF4,IVL,23599428
KLF4,KRT19,10859317
KLF4,LAMA1,17141338
KLF4,LAMA3,11551969
KLF4,LXN,23364479
KLF4,MMP2,22407433
KLF4,NANOG,19522013
KLF4,ODC1,12297499
KLF4,PFKP,21586797
KLF4,RARA,19531492
KLF4,SOD1,23370975
KLF4,TAGLN,19486889
KLF4,THBD,19661484
KLF4,TP53,21132436
KLF4,TP53,17308127
KLF4,TP53,18511453
KLF4,VDR,22677193
KLF4,VEGFA,23926105
KLF4,ZNF750,25228645
KLF5,BIRC5,16595680
KLF5,CCNB1,21951574
KLF5,CCND1,19189969
KLF5,CDKN2B,19419955
KLF5,CXCR4,19460858
KLF5,FASN,18774944
KLF5,FGFBP1,20484041;22632819
KLF5,FOXO1,21487104
KLF5,HIF1A,23880760
KLF5,ITGB2,22632819
KLF5,MMP9,18617520
KLF5,MYH11,12707992
KLF5,NOTCH1,21868761
KLF6,ASAH1,16500425
KLF6,ATF3,18755691
KLF6,CCND1,18822210
KLF6,CDH1,16702959;22277651
KLF6,CDKN1A,12740910;18822210;23085750
KLF6,CDKN1A,15172991;22277651
KLF6,CERS2,22169644
KLF6,CGB5,21799854
KLF6,DAPK2,18521079
KLF6,IGF1R,15131018
KLF6,KRT12,12407152
KLF6,LAMA1,17141338
KLF6,LTC4S,10722737
KLF6,MMP9,17071613;22211962
KLF6,NOS2,12590140
KLF6,NOS2,23831683
KLF6,PMAIP1,22718761
KLF6,PSG3,21799854
KLF6,PSG5,21799854;23418492
KLF6,PSG5,9083102
KLF6,PTTG1,20116377;23977008
KLF6,TFPI2,18053161
KLF6,TXNIP,19808645
KLF7,SLC13A4,23485456
KLF8,CDH1,20728449
KLF8,CDH2,20728449
KLF8,EPSTI1,24096480
KLF8,FN1,20728449
KLF8,MMP14,23812425
KLF8,MMP9,21151179
KLF8,SLC22A3,17671186
KLF8,VIM,20728449
KLF9,PDCD5,24173774
KLF9,PGR,20463357
KLF9,PMAIP1,22144178
L3MBTL1,MYC,23543057
L3MBTL1,RUNX1,18474616
LCOR,CDH1,22277651
LCOR,CDKN1A,22277651
LDB1,BMP7,17452977
LDB1,TCF3,10767331
LEF1,AR,19351848
LEF1,BIRC5,19620402
LEF1,CCL7,11118053
LEF1,CCND1,10318916;19620402
LEF1,CD1D,20363964
LEF1,CD1D,15100293
LEF1,CEBPA,19620402
LEF1,CHGA,21551321
LEF1,CLDN2,14751232
LEF1,CTLA4,16297665
LEF1,CTNNB1,11326276
LEF1,CYLD,22157808
LEF1,CYLD,24577083
LEF1,DSG4,19683850
LEF1,EDA,12039047
LEF1,ELANE,14594802;19620402
LEF1,ESR1,18794125
LEF1,HERC2,22234890
LEF1,MITF,12048204
LEF1,MMP7,11158322;22686279
LEF1,MYC,19620402
LEF1,MYCBP,15979100
LEF1,NRCAM,12183361
LEF1,NT5E,10428853
LEF1,OCA2,22234890
LEF1,PRL,17240357
LEF1,RAG2,12244173
LEF1,SKP2,19174556
LEF1,SNAI2,20128911
LEF1,TCF3,8479911
LEF1,TCF4,19174556
LHX2,POU1F1,22535646
LHX2,PRL,22535646
LHX2,TSHB,22535646
LHX3,FSHB,23766128
LHX3,FSHB,15271874
LHX4,POU1F1,15998782
LIMD1,HIF1A,22286099
LIN28A,CCND1,22467868
LIN28A,CDC25A,22467868
LMO2,ANGPT2,22792348
LMO2,CDH1,17167821
LMO2,ELK1,22517897
LMO2,ERG,21536859
LMO2,FGF2,20955387
LMO2,GYPA,18844071
LMO2,LEF1,22517897
LMO2,LYL1,19608273
LMO2,NFATC1,22517897
LMO2,ZEB1,20731704
LMO3,ASCL1,21573214
LMO3,ASCL1,21573214
LMO3,HES1,21573214
LMO4,BMP7,17452977
LMO4,BMP7,17452977
LMO4,BRCA1,11751867;12925972
LMO4,DLG4,18424056
LMO4,ESR1,16288053
LMO4,MTA1,16288053
LMX1B,CD2AP,11956244
LMX1B,COL4A1,12602071
LMX1B,COL4A4,11175791
LMX1B,NLRP2,10767331
LMX1B,NPHS2,11956244;11956245
LMX1B,TCF3,10767331
LRF,COMP,15337766
LRRFIP1,EGFR,14522076
LRRFIP1,TNF,16199883
LYL1,ANGPT2,22792348
LYL1,ERG,21536859
LYL1,NFKB1,10023675
LYL1,STMN1,23000483
MAF,CCND2,15755896
MAF,GCLC,16054171
MAF,IL4,11956291
MAF,IL4,16498264
MAF,IL5,16498264
MAF,ITGB7,17490615
MAF,MMP13,20067416
MAFA,INS,16461554;21830322
MAFA,PC,17149590
MAFB,CCND2,15755896
MAFF,OXTR,10527846
MAFG,MLH1,25219500
MAFG,NQO1,11013233
MAFK,NQO1,11013233
MAL,MMP9,19724058
MAL,MYL9,19724058
MAML1,EGR1,23029358
MAML1,HEY1,18503747
MAML1,TNFRSF12A,18503747
MAX,BRD7,19111069
MAX,FASLG,10734130
MAX,MYC,9797456
MAX,ODC1,8262968
MAX,TERT,12941894
MAZ,CD4,7760814
MAZ,CLCNKA,10982849;11473619
MAZ,HRAS,21931711
MAZ,HTR1A,8626793
MAZ,MMP1,19028685
MAZ,MMP14,15528467
MAZ,MMP9,16148153
MAZ,TSG101,21556761
MBD1,ABCB1,17667922
MBD1,ALOX5,19781662
MBD1,IGF2,19666599
MBD1,IRF8,19074829
MBD1,MGMT,15657354
MBD1,SETDB1,17066076
MBD1,SETDB1,15327775
MBD2,ALOX5,19781662
MBD2,ADGRB1,21724586
MBD2,CHD4,23071088
MBD2,DAPK1,21693597
MBD2,GSTP1,11960994;12543808;19856314
MBD2,GSTP1,11406558
MBD2,KLK10,21693597
MBD2,MSH2,15526354
MBD2,MYOG,19949307
MBD2,NANOG,23255147
MBD2,POU5F1,22867868
MCM2,SNF8,19819239
MCM5,STAT1,11248027
MDM2,DNMT3A,22733537
MDM4,TP53,11528400;17499002;17875722;19910468
MECP2,ABCB1,11865062
MECP2,ALOX5,19781662
MECP2,CCND1,15870696
MECP2,CDKL5,16330482
MECP2,DLX5,19195802
MECP2,ESR1,15870696
MECP2,ESR1,21655924;23242655
MECP2,GAD1,19029285
MECP2,IGFBP3,17278996
MECP2,MGMT,15657354
MECP2,RELN,19029285
MECP2,TFF1,15870696
MED1,AR,22102282
MED1,AURKA,16574658
MED1,SULT2A1,19497978
MED1,UBE2C,21556051
MED1,VDR,17229570
MED15,NCF2,20025940
MED23,KISS1,12543799
MED23,TXNIP,12543799
MEF2A,COX6A1,18222924
MEF2A,JUN,12054430
MEF2A,JUN,10403485
MEF2A,MAPK14,18073218
MEF2A,MAPK7,18073218
MEF2A,MEF2A,18222924
MEF2A,MMP10,19935709
MEF2A,NRF1,18222924
MEF2A,PPARGC1A,18222924
MEF2A,SLC2A4,14630949;18198354
MEF2A,SLC2A4,15294043
MEF2A,SOST,17696759
MEF2A,TNNI3,10652194
MEF2B,BCL6,23974956
MEF2C,CDKL5,20513142
MEF2C,CPT1B,15356291
MEF2C,JUN,10523670;12054430
MEF2C,JUN,10523670
MEF2C,JUN,10849446
MEF2C,MAPK7,11158308
MEF2C,MECP2,20513142
MEF2C,NR4A1,18079734
MEF2C,SOST,17696759
MEF2C,VEGFA,18450586
MEF2D,ATF3,17108111
MEF2D,ATM,24672010
MEF2D,CD14,12213324
MEF2D,HDAC7,15171250
MEF2D,JUN,12054430
MEF2D,SOST,17696759
MEIS1,AR,25158280
MEIS1,ITGA9,23139255
MEIS1,PF4,12609849;12732210
MEIS1,SOX3,19799567
MEIS2,IL17RB,25043012
MEN1,BRCA1,23648481
MEN1,CASP8,17766243
MEN1,CDKN1B,10523037
MEN1,CDKN2C,10523037
MEN1,GAST,21852362
MEN1,GATA3,20484083
MEN1,JUND,22327296
MEN1,PRL,17024155
MEN1,RAD51,23648481
MEN1,RAD51AP1,23648481
MEN1,TERT,18754863
MITF,ACP5,11481336;15737031
MITF,BCL2A1,23447565
MITF,BEST1,14982938
MITF,BEST1,20530484
MITF,BIRC7,18451137
MITF,CDK2,15607961
MITF,CTSK,21602817
MITF,DCT,15892717
MITF,FOS,14737107
MITF,GPNMB,18983539
MITF,HERC2,22234890
MITF,HIF1A,22012259
MITF,HOXB4,11085749
MITF,KCNMA1,21072171
MITF,KIT,19937254
MITF,MC1R,12204775
MITF,MET,17371876
MITF,MLANA,12819038;14744763
MITF,OCA2,22234890
MITF,PMEL,12819038
MITF,PPARGC1A,23416000
MITF,PRKCB,16411896
MITF,SERPINF1,22115973
MITF,TRAP,11425859
MITF,TRPM1,14744763;15577322
MITF,TRPM1,20482673
MITF,TYR,10080955;12034359;23872139
MITF,TYR,10587587;12136092;18424413;21910056;22259223;9158138
MITF,TYRP1,10080955;22371403;8995290
MITF,TYRP1,12136092
MKL1,COL1A1,22049076
MKL1,SCAI,19625774
MKL1,SRF,14565952
MKL1,TAGLN,14970199
MLL2,HOXC6,21683083
MLL3,HOXC6,21683083
MLL4,COX1,19570036
MLLT10,BAX,15851483
MLLT10,CDKN1A,15851483
MLLT10,MDM2,15851483
MLLT3,BAX,15851483
MLLT3,CDKN1A,15851483
MLLT3,MDM2,15851483
MLLT3,SCNN1A,18528488
MLX,ODC1,19960435
MLXIPL,TXNIP,23803610
MSC,CDC25A,15213307
MSC,CDC6,15213307
MSC,CTLA4,19561533
MSC,DKK1,19148141
MSC,FOXP3,19561533
MSC,IFNG,19561533
MSC,IL10,19561533
MSC,IL2RA,19561533
MSC,LTA,15052269
MSC,MCM7,15213307
MSC,MMP2,18279606
MSX1,CGA,18379900
MSX1,DKK1,22455953
MSX1,DLK1,18201699
MSX1,HEY1,18201699
MSX1,NOTCH3,18201699
MSX1,ZHX2,22078940
MSX2,ABCG2,21465479
MSX2,BCL2,21730974
MSX2,BGLAP,10569470
MSX2,CDH2,21730974
MSX2,IBSP,23485603
MSX2,NKX3-1,22848398
MSX2,SOD1,22824755
MTA1,ALOX15,19198625
MTA1,ARNTL,24089055
MTA1,BCAS3,16617102
MTA1,BCL2L1,11948399
MTA1,BRCA1,17922032
MTA1,CDH1,18719363;24424621
MTA1,CDKN2A,21555589
MTA1,EGFR,11948399
MTA1,EPHA2,22184117
MTA1,ESR1,24413532
MTA1,ESR1,11146623
MTA1,HDAC1,23791785
MTA1,ITGB3BP,15254226
MTA1,MMP9,12431981
MTA1,MNAT1,12527756
MTA1,MTA3,18719363
MTA1,MYC,12431981
MTA1,NOS2,20022949
MTA1,PTEN,22700976
MTA1,RNF144A,22184113
MTA1,SMAD7,22841502
MTA1,SNAI1,18719363
MTA1,SNAI2,18719363
MTA1,SUMO2,21965678
MTA1,TFF1,12431981
MTA2,CDH1,20714342
MTA2,FSHR,23086931
MTA3,CGB5,23510993
MTA3,SNAI1,23510993
MTF1,ACO1,16886906
MTF1,GCLC,15378601
MTF1,MCAT,15378601
MTF1,PGF,19956853
MTF1,PRNP,18990686
MTF1,SNCB,21386983
MTF1,SOD1,15378601
MXD1,ODC1,19789310
MXD1,PTEN,17998413
MXD1,TERT,21411498
MXD1,TERT,21411498
MXD1,TERT,19912441
MXD4,ODC1,19789310
MZF1,PADI1,17851584
MXI1,MYC,8838813
MXI1,MYCN,15382088
MYB,ANPEP,10477683
MYB,BCL2,11675351
MYB,BCL2,20659323
MYB,BCL2,16088151
MYB,CCNA1,10590070
MYB,CD34,7523384
MYB,CD4,11287612
MYB,CDO1,18033314
MYB,CEBPA,10706719
MYB,CLEC4G,19111020
MYB,COL1A1,9989795
MYB,COL1A2,9989795
MYB,CSF3R,7964503
MYB,CTSG,16019164
MYB,DHRS2,15105423
MYB,ELANE,16247445
MYB,ERBB2,2577338
MYB,GATA3,20484083
MYB,GSTM1,14576818
MYB,HRH1,24535227
MYB,ICAM1,21953443
MYB,IL15,11675351
MYB,IL7,11675351
MYB,KLF1,20686118
MYB,LCK,7970721
MYB,LMO2,20686118
MYB,MAT2A,11427482
MYB,MAT2A,11115410
MYB,MYB,7655015
MYB,MYC,1594249
MYB,MYC,11259163;16088151;19609274
MYB,MZF1,7565760
MYB,NMU,15187020
MYB,NR3C1,22516378
MYB,PDCD4,23606399
MYB,RAG2,12044781
MYB,SIM2,11404025
MYB,SP3,18342022
MYB,TK1,1944282
MYB,WAS,10066431
MYB,WT1,18064385
MYBBP1A,SFTPB,11274148
MYBL1,DHRS2,15105423
MYBL1,NCL,10660576
MYBL2,CCNA1,11264176;15922873
MYBL2,CCND1,15922873
MYBL2,COL1A1,14613485
MYBL2,MYBL2,15922873
MYBL2,MYC,1594249
MYBL2,NCL,10660576
MYBL2,PSG1,14613485
MYBL2,SP1,14613485
MYC,ASS1,19934275
MYC,ATF3,21384303
MYC,AXIN2,24299953
MYC,BAG2,22146591
MYC,BCL2,18809243
MYC,BMI1,21856782
MYC,BRD7,19111069
MYC,CAD,10931841;17706770
MYC,CBFB,9064279
MYC,CCNA2,7608142
MYC,CCNB1,11522645
MYC,CCND1,14757441;8196642
MYC,CCND1,17881732;18809243;19698176;21933022
MYC,CCND2,9339900
MYC,CCND2,21790895
MYC,CCNE1,20607601
MYC,PROM1,22945648
MYC,CD33,19259613
MYC,CD38,11519042
MYC,CDC25C,22446629
MYC,CDC34,21252116
MYC,CDCA7,16580749
MYC,CDH3,19882246
MYC,CDK2,21384303
MYC,CDK4,22395148
MYC,CDK4,10688915;21384303
MYC,CDK6,22395148
MYC,CDKN1A,16738884
MYC,CDKN1A,12553001;19150257;21042278;22371483;23804320
MYC,CDKN1A,15757889;17885207
MYC,CEBPA,19259613
MYC,CEBPA,15867211
MYC,CFLAR,20348907
MYC,CHEK1,23269272
MYC,CHEK2,23269272
MYC,CREBBP,12776737
MYC,CXCR4,10229837
MYC,CYP3A4,14575816
MYC,DDX18,8861962
MYC,DKK1,20697356
MYC,DKK1,17964517
MYC,EBNA1BP2,22169551
MYC,EP300,12776737
MYC,FASLG,12655294
MYC,FASLG,10734130;14563113
MYC,FMR1,9328468
MYC,FOXM1,20658516
MYC,FTH1P18,16466700
MYC,FUT3,22547830
MYC,GATA1,18838534
MYC,GATA4,23239811
MYC,HDAC2,20697349
MYC,HLA-A,8206526
MYC,HLA-B,8206526
MYC,HLA-C,8206526
MYC,HLA-E,8206526
MYC,HLA-F,8206526
MYC,HLA-G,8206526
MYC,HNRNPA1,20010808
MYC,HNRNPA2B1,20010808
MYC,HSPA4,1562593
MYC,ID2,12545167
